event_id,user_id,session_id,event_ts,event_type,item_id,soft_delta,hard_delta,revenue_usd,txn_id
e_4e29e696c070,u_00096,s_480897f007fc,2024-02-28 11:03:23,earn_soft,,36,0,0.0,
e_462453fa35ef,u_00096,s_480897f007fc,2024-02-28 11:03:40,spend_soft,item_002,-75,0,0.0,
e_6674ecef9338,u_00096,s_52f36d6cd04e,2024-03-11 08:21:54,earn_soft,,44,0,0.0,
e_a4c3daa5565e,u_00096,s_52f36d6cd04e,2024-03-11 08:24:13,spend_soft,item_003,-100,0,0.0,
e_96a7e2b1b5e3,u_00096,s_5a048249f89f,2024-03-11 17:22:43,earn_soft,,19,0,0.0,
e_b3791e3822d5,u_00096,s_5a048249f89f,2024-03-11 17:23:11,spend_soft,item_003,-100,0,0.0,
e_d8616be61dd8,u_00097,s_8cef36577d92,2024-01-16 21:28:06,earn_soft,,41,0,0.0,
e_c870d7b14135,u_00097,s_8cef36577d92,2024-01-16 21:28:25,spend_soft,item_004,-500,0,0.0,
e_8aabe386a101,u_00097,s_1776d27e0c62,2024-01-25 17:55:35,earn_soft,,52,0,0.0,
e_733c64d8bc92,u_00097,s_1776d27e0c62,2024-01-25 17:55:21,spend_soft,item_003,-100,0,0.0,
e_8380f7048203,u_00097,s_2e83e39de6fe,2024-01-30 21:47:36,earn_soft,,65,0,0.0,
e_b77234a551e5,u_00097,s_2e83e39de6fe,2024-01-30 21:51:40,spend_soft,item_002,-75,0,0.0,
e_805df3987cb4,u_00097,s_439d84f9b121,2024-02-25 11:13:42,earn_soft,,81,0,0.0,
e_42ccf81b14f3,u_00097,s_ee43d9ee06b6,2024-03-03 08:30:04,spend_soft,item_002,-75,0,0.0,
e_e9e5cac9f536,u_00097,s_813dd191750b,2024-03-03 16:14:42,spend_soft,item_002,-75,0,0.0,
e_f689686e545c,u_00098,s_6cbd6120aab8,2024-02-03 20:26:38,spend_soft,item_003,-100,0,0.0,
e_49b7509188a3,u_00098,s_406e9cb6397f,2024-02-07 06:53:34,spend_soft,item_002,-75,0,0.0,
e_fd0b971ebea4,u_00098,s_8fa5cc9d9a89,2024-02-12 17:04:00,earn_soft,,61,0,0.0,
e_d55d089d236d,u_00098,s_8fa5cc9d9a89,2024-02-12 17:04:48,spend_soft,item_004,-500,0,0.0,
e_f1f652262dce,u_00098,s_4c5862c2ab38,2024-02-12 20:52:41,spend_soft,item_001,-50,0,0.0,
e_685a63f7778a,u_00098,s_73d4f7a7a92e,2024-03-03 18:40:33,earn_soft,,80,0,0.0,
e_226a2f6efe8b,u_00098,s_ec25dba51bec,2024-03-10 13:44:52,earn_soft,,19,0,0.0,
e_159f3ac18f90,u_00098,s_ec25dba51bec,2024-03-10 13:46:27,spend_soft,item_003,-100,0,0.0,
e_c9b6d71db963,u_00099,s_fabe6f461381,2024-02-09 16:47:42,earn_soft,,88,0,0.0,
e_839ca78aca3b,u_00099,s_5e09fb27ac6a,2024-02-13 08:15:00,spend_soft,item_001,-50,0,0.0,
e_919cf7131ba3,u_00099,s_821dd6aef378,2024-02-13 11:53:57,earn_soft,,24,0,0.0,
e_fb7cba525b37,u_00099,s_dd3560c20035,2024-02-14 21:15:05,earn_soft,,61,0,0.0,
e_8c5bf3be2c45,u_00099,s_5446ff574f50,2024-02-16 10:01:19,earn_soft,,33,0,0.0,
e_feb47e807d73,u_00099,s_9c350c29c13c,2024-02-16 21:31:50,earn_soft,,64,0,0.0,
e_c0d1969da148,u_00099,s_9b89c28ecc3e,2024-02-21 19:55:48,spend_soft,item_002,-75,0,0.0,
e_1476c587588c,u_00099,s_79e5ef0b8cc3,2024-02-24 16:17:44,earn_soft,,55,0,0.0,
e_e0f57957a712,u_00099,s_79e5ef0b8cc3,2024-02-24 16:20:15,spend_soft,item_001,-50,0,0.0,
e_6a8dee528794,u_00099,s_0c7ce9b02a42,2024-02-29 17:48:13,earn_soft,,67,0,0.0,
e_0855f1c8ed95,u_00099,s_0c7ce9b02a42,2024-02-29 17:48:25,spend_soft,item_001,-50,0,0.0,
e_e472e03b24f4,u_00099,s_55d73ecd0513,2024-02-29 17:50:36,earn_soft,,27,0,0.0,
e_08bf7f2430c8,u_00099,s_55d73ecd0513,2024-02-29 17:51:40,spend_soft,item_001,-50,0,0.0,
e_8f310f0a3b1b,u_00099,s_b4722d7b06a0,2024-03-05 12:02:36,earn_soft,,20,0,0.0,
e_7bffa7ee5be8,u_00099,s_473058af0f59,2024-03-22 13:18:45,earn_soft,,96,0,0.0,
e_f200f3d91bf7,u_00099,s_473058af0f59,2024-03-22 13:19:02,spend_soft,item_001,-50,0,0.0,
e_553b0186ca71,u_00099,s_6aca906d2453,2024-03-30 06:35:44,earn_soft,,86,0,0.0,
e_09c6fd914116,u_00099,s_6aca906d2453,2024-03-30 06:36:38,spend_soft,item_004,-500,0,0.0,
e_9185036ecc09,u_00100,s_23b9b16f8e22,2024-01-29 09:38:48,spend_soft,item_004,-500,0,0.0,
e_32861ae4778d,u_00100,s_934d9c61a537,2024-01-29 11:46:37,earn_soft,,79,0,0.0,
e_74525eb6feb5,u_00100,s_934d9c61a537,2024-01-29 11:46:06,spend_soft,item_003,-100,0,0.0,
e_493c9b6ae028,u_00100,s_e237bf8540c2,2024-01-30 20:14:25,earn_soft,,67,0,0.0,
e_dfb4ed0ca18b,u_00100,s_500963d5bb21,2024-01-31 14:11:53,earn_soft,,27,0,0.0,
e_a5bbe18eb8de,u_00100,s_7652953bd3bd,2024-01-31 20:46:27,earn_soft,,80,0,0.0,
e_7b9b680f48d4,u_00100,s_70de878b2a22,2024-02-02 06:57:30,earn_soft,,60,0,0.0,
e_756101b8830b,u_00100,s_70de878b2a22,2024-02-02 07:00:21,spend_soft,item_002,-75,0,0.0,
e_7ec773a3c9b9,u_00100,s_425e83d4c578,2024-02-02 15:05:04,earn_soft,,76,0,0.0,
e_7f642f42ac1f,u_00100,s_6ed39e7e59ce,2024-02-03 07:48:08,earn_soft,,25,0,0.0,
e_52f245df6581,u_00100,s_382d229b2cd0,2024-02-06 17:26:13,earn_soft,,67,0,0.0,
e_20002c8eea2d,u_00100,s_5ef7099c5141,2024-02-08 11:13:20,earn_soft,,78,0,0.0,
e_82ea6dc5817c,u_00100,s_9414ec5cd364,2024-02-08 19:12:00,earn_soft,,97,0,0.0,
e_b895fa4929c4,u_00100,s_9414ec5cd364,2024-02-08 19:13:49,spend_soft,item_001,-50,0,0.0,
e_6d1856b83b8c,u_00100,s_6f21dd881aec,2024-02-14 12:34:45,earn_soft,,71,0,0.0,
e_3c2430ac486c,u_00100,s_6f21dd881aec,2024-02-14 12:37:00,spend_soft,item_004,-500,0,0.0,
e_bbb9fe815bec,u_00100,s_328921167d63,2024-02-23 14:41:41,earn_soft,,72,0,0.0,
e_6658a468e12a,u_00100,s_3b3fade0f4d9,2024-02-23 19:24:23,earn_soft,,61,0,0.0,
e_a8ed1f3fa39b,u_00100,s_3b3fade0f4d9,2024-02-23 19:27:06,spend_soft,item_004,-500,0,0.0,
e_d9113644e59f,u_00101,s_1a2f5cc524e7,2024-01-16 15:46:34,earn_soft,,50,0,0.0,
e_4079a8e70364,u_00101,s_1a2f5cc524e7,2024-01-16 15:46:09,spend_soft,item_004,-500,0,0.0,
e_73553ffed068,u_00101,s_784832cefd52,2024-01-26 16:20:12,spend_soft,item_002,-75,0,0.0,
e_c0ab9d671209,u_00101,s_2182b066e2a4,2024-01-29 11:16:44,earn_soft,,88,0,0.0,
e_642e47e74ef8,u_00101,s_2182b066e2a4,2024-01-29 11:20:16,spend_soft,item_004,-500,0,0.0,
e_f983a4cf676c,u_00101,s_c607ee62f5b8,2024-01-29 11:36:51,earn_soft,,26,0,0.0,
e_266fb9e4f1a4,u_00101,s_c607ee62f5b8,2024-01-29 11:37:56,spend_soft,item_001,-50,0,0.0,
e_f176598943d2,u_00101,s_28cddffd954f,2024-01-30 15:53:08,earn_soft,,57,0,0.0,
e_cd9996a08e0f,u_00101,s_28cddffd954f,2024-01-30 15:56:04,spend_soft,item_004,-500,0,0.0,
e_125fd9f64b72,u_00101,s_9917b56bb2a0,2024-01-30 19:25:36,earn_soft,,75,0,0.0,
e_33614bed7751,u_00101,s_9917b56bb2a0,2024-01-30 19:26:12,spend_soft,item_002,-75,0,0.0,
e_ced822c172c2,u_00101,s_702531c6817c,2024-02-02 06:46:51,earn_soft,,41,0,0.0,
e_860b2cfb4b3a,u_00101,s_702531c6817c,2024-02-02 06:50:11,spend_soft,item_003,-100,0,0.0,
e_136a0d904433,u_00101,s_55b9a2d7fdf7,2024-02-16 12:01:52,earn_soft,,71,0,0.0,
e_0e54228a78f8,u_00101,s_702a7245a52b,2024-02-19 14:17:50,earn_soft,,58,0,0.0,
e_2e3df7d1eb8d,u_00101,s_702a7245a52b,2024-02-19 14:20:37,spend_soft,item_004,-500,0,0.0,
e_e1158564c047,u_00101,s_3d799ffa8de5,2024-02-19 19:46:56,earn_soft,,30,0,0.0,
e_a7ec4789ab2b,u_00101,s_3d799ffa8de5,2024-02-19 19:50:37,spend_soft,item_002,-75,0,0.0,
e_570a4a7c7565,u_00101,s_83bf2a2c65bb,2024-03-09 13:48:37,earn_soft,,46,0,0.0,
e_bbab098721d9,u_00101,s_83bf2a2c65bb,2024-03-09 13:48:35,spend_soft,item_003,-100,0,0.0,
e_8f49865c7638,u_00102,s_0923cdbc0336,2024-01-16 10:11:21,earn_soft,,97,0,0.0,
e_6877afb4485c,u_00102,s_0923cdbc0336,2024-01-16 10:12:33,spend_soft,item_001,-50,0,0.0,
e_6fb956d9776f,u_00102,s_d2be6cfdbbd8,2024-01-16 18:52:53,earn_soft,,48,0,0.0,
e_3af89d3759d9,u_00102,s_302d7339c820,2024-01-17 10:24:47,earn_soft,,88,0,0.0,
e_60e4685297ab,u_00102,s_30b1064f865c,2024-01-17 15:53:17,earn_soft,,24,0,0.0,
e_6dcf3366994c,u_00102,s_30b1064f865c,2024-01-17 15:53:25,spend_soft,item_002,-75,0,0.0,
e_95f9277fcdfc,u_00102,s_88c86ae54339,2024-01-18 06:18:52,earn_soft,,19,0,0.0,
e_59e0ec80a737,u_00102,s_88c86ae54339,2024-01-18 06:18:50,spend_soft,item_004,-500,0,0.0,
e_30003d5bc13e,u_00102,s_5740e74d7b0c,2024-01-18 10:32:37,spend_soft,item_004,-500,0,0.0,
e_808186b216b7,u_00102,s_b271d8bc2c0a,2024-01-19 08:56:10,earn_soft,,26,0,0.0,
e_9cdd7f15b3e7,u_00102,s_b271d8bc2c0a,2024-01-19 08:56:46,spend_soft,item_003,-100,0,0.0,
e_fe0801137b31,u_00102,s_371c8aa791f3,2024-01-19 15:35:44,earn_soft,,32,0,0.0,
e_df9527444946,u_00102,s_371c8aa791f3,2024-01-19 15:37:10,spend_soft,item_004,-500,0,0.0,
e_afec47677baf,u_00102,s_153e9a7c101e,2024-01-20 13:11:29,earn_soft,,28,0,0.0,
e_790e15737e0b,u_00102,s_ae7f38f01805,2024-02-08 18:21:02,earn_soft,,37,0,0.0,
e_b1f0abf3b9e0,u_00102,s_ae7f38f01805,2024-02-08 18:21:02,spend_soft,item_002,-75,0,0.0,
e_bfd680ce9a26,u_00102,s_270fa59bfcd4,2024-02-08 21:58:49,earn_soft,,13,0,0.0,
e_62dca3132ae2,u_00102,s_50a22a9427ad,2024-02-26 16:58:35,earn_soft,,51,0,0.0,
e_7685dc76ca4b,u_00102,s_96c4a34d649e,2024-02-26 19:10:24,earn_soft,,64,0,0.0,
e_8d81870452bb,u_00102,s_96c4a34d649e,2024-02-26 19:13:45,spend_soft,item_004,-500,0,0.0,
e_9e7de5a5c297,u_00102,s_8e43147dd32b,2024-02-29 07:42:46,earn_soft,,59,0,0.0,
e_e8e07545ae22,u_00102,s_c96cdf596150,2024-02-29 08:42:40,earn_soft,,70,0,0.0,
e_2fe61430933f,u_00102,s_c96cdf596150,2024-02-29 08:45:52,spend_soft,item_002,-75,0,0.0,
e_ef5dee2d3683,u_00102,s_fd32b69cf648,2024-02-29 10:16:02,earn_soft,,27,0,0.0,
e_20b2349c2abd,u_00103,s_b08fa5d9c42c,2024-01-21 17:11:48,earn_soft,,29,0,0.0,
e_08ce05403d1e,u_00103,s_b08fa5d9c42c,2024-01-21 17:12:32,spend_soft,item_003,-100,0,0.0,
e_83284ec1193a,u_00103,s_5c177c546f6e,2024-01-23 17:21:06,spend_soft,item_001,-50,0,0.0,
e_012a4279c028,u_00103,s_0f1017995acb,2024-01-25 14:39:22,spend_soft,item_004,-500,0,0.0,
e_31c6f2f399ca,u_00103,s_bf36bdcdd6ce,2024-01-27 12:46:07,earn_soft,,95,0,0.0,
e_f81414b72a4f,u_00103,s_5dd8d1021511,2024-01-27 17:16:48,spend_soft,item_003,-100,0,0.0,
e_03d74a28ca55,u_00103,s_ede9b0a88fac,2024-02-07 15:25:53,earn_soft,,30,0,0.0,
e_27c5ccf014ae,u_00103,s_10aefcd60fcd,2024-02-09 11:22:02,earn_soft,,37,0,0.0,
e_b1c9de83a430,u_00103,s_3df0ad8409f9,2024-02-09 17:07:23,earn_soft,,18,0,0.0,
e_93c1de847c2d,u_00103,s_f4547d105ced,2024-02-09 18:07:47,earn_soft,,41,0,0.0,
e_274d39217a51,u_00104,s_01e90505ddb8,2024-01-10 18:15:03,earn_soft,,80,0,0.0,
e_8b73ed9cad11,u_00104,s_77487628c540,2024-01-11 19:37:17,earn_soft,,75,0,0.0,
e_d726d8b50fff,u_00104,s_58cb228708a8,2024-01-13 12:23:11,earn_soft,,100,0,0.0,
e_330c27d638c1,u_00104,s_f25485f54f80,2024-01-22 13:05:50,spend_soft,item_004,-500,0,0.0,
e_16b1ef03b258,u_00104,s_0817ef32baf8,2024-01-22 18:20:31,earn_soft,,30,0,0.0,
e_11ec0a170ef4,u_00104,s_9be52dcba02a,2024-01-29 13:54:22,earn_soft,,20,0,0.0,
e_1dc258b66f5b,u_00104,s_307cba854180,2024-01-29 18:28:29,earn_soft,,86,0,0.0,
e_7d4ad7025589,u_00104,s_307cba854180,2024-01-29 18:28:15,spend_soft,item_001,-50,0,0.0,
e_bf1cce2809ef,u_00104,s_9a7cab534fc2,2024-02-13 16:52:29,earn_soft,,46,0,0.0,
e_25ccd89295fa,u_00104,s_e29d200a8a90,2024-02-13 16:58:53,earn_soft,,49,0,0.0,
e_3161534cbc3d,u_00104,s_531fb615b44b,2024-02-13 17:49:00,earn_soft,,46,0,0.0,
e_5259610599a4,u_00104,s_620e3023f03d,2024-02-14 16:16:37,earn_soft,,53,0,0.0,
e_cd70867118e5,u_00104,s_620e3023f03d,2024-02-14 16:17:11,spend_soft,item_001,-50,0,0.0,
e_77ad45d8d5b2,u_00104,s_adfe9fd6babb,2024-02-14 20:13:52,spend_soft,item_003,-100,0,0.0,
e_74f22842a313,u_00104,s_438cf57946c9,2024-02-19 12:36:36,earn_soft,,65,0,0.0,
e_2994e87a37ad,u_00104,s_f71ba5680f94,2024-02-20 15:09:47,earn_soft,,49,0,0.0,
e_cd448504dda7,u_00104,s_f71ba5680f94,2024-02-20 15:11:34,spend_soft,item_002,-75,0,0.0,
e_4d6235ee091e,u_00105,s_9e04f686c835,2024-01-27 10:56:32,earn_soft,,52,0,0.0,
e_359b2369bbf9,u_00105,s_9e04f686c835,2024-01-27 11:00:29,spend_soft,item_001,-50,0,0.0,
e_16348c46df88,u_00105,s_745444c17297,2024-01-31 09:01:41,earn_soft,,43,0,0.0,
e_ee1a5eecb9fd,u_00105,s_b507640fd1cb,2024-02-03 19:50:38,earn_soft,,40,0,0.0,
e_42878de28a11,u_00105,s_b507640fd1cb,2024-02-03 19:54:13,spend_soft,item_003,-100,0,0.0,
e_898fc4226779,u_00105,s_999c303f421a,2024-02-05 12:31:30,earn_soft,,65,0,0.0,
e_a9e26468d004,u_00105,s_999c303f421a,2024-02-05 12:32:22,spend_soft,item_004,-500,0,0.0,
e_d1692ce1d32a,u_00105,s_9f4e87377c8a,2024-02-05 20:31:30,earn_soft,,28,0,0.0,
e_cb695f2c4800,u_00105,s_eef613435a26,2024-02-22 06:02:01,earn_soft,,60,0,0.0,
e_3e955ac39415,u_00105,s_eef613435a26,2024-02-22 06:02:53,spend_soft,item_003,-100,0,0.0,
e_42b87ea3eafe,u_00105,s_47d942f4f03c,2024-02-22 17:49:46,earn_soft,,96,0,0.0,
e_ac2dde699666,u_00105,s_47d942f4f03c,2024-02-22 17:52:05,spend_soft,item_002,-75,0,0.0,
e_7a08acb3e56f,u_00105,s_ee9cb204c64e,2024-03-08 11:02:28,earn_soft,,85,0,0.0,
e_0a60f7eaceb9,u_00105,s_ee9cb204c64e,2024-03-08 11:04:04,spend_soft,item_002,-75,0,0.0,
e_92682be8aad3,u_00105,s_1be0f45ae873,2024-03-08 11:09:33,earn_soft,,90,0,0.0,
e_a2ded7858334,u_00105,s_996f5e17a6d1,2024-03-08 13:34:20,earn_soft,,90,0,0.0,
e_01f88b4c94d7,u_00105,s_a282346939af,2024-03-11 14:32:20,earn_soft,,53,0,0.0,
e_52d8fe7f1a2d,u_00105,s_70fc1471eebf,2024-03-11 14:40:49,earn_soft,,59,0,0.0,
e_a63438a126ea,u_00105,s_70fc1471eebf,2024-03-11 14:42:11,spend_soft,item_001,-50,0,0.0,
e_2b6a473b9664,u_00106,s_549ff749c918,2024-03-01 12:49:43,earn_soft,,10,0,0.0,
e_0900a17f0b3f,u_00106,s_549ff749c918,2024-03-01 12:49:12,spend_soft,item_001,-50,0,0.0,
e_3227da8bbb13,u_00106,s_7d7732935da2,2024-03-02 19:48:39,earn_soft,,59,0,0.0,
e_3de3bd20e2ec,u_00106,s_7d7732935da2,2024-03-02 19:50:19,spend_soft,item_004,-500,0,0.0,
e_fef635f625e1,u_00106,s_76760bbcf113,2024-03-05 12:18:25,earn_soft,,35,0,0.0,
e_b34b2159a911,u_00106,s_44c6589e5fee,2024-03-10 08:35:52,earn_soft,,74,0,0.0,
e_2ce8524f2fe7,u_00106,s_44c6589e5fee,2024-03-10 08:36:03,spend_soft,item_001,-50,0,0.0,
e_4d3d7117d7dd,u_00106,s_6bf2f7af6a97,2024-03-10 10:53:08,earn_soft,,91,0,0.0,
e_d9cba6f44a3d,u_00106,s_62e9bebc649a,2024-03-10 16:07:04,earn_soft,,12,0,0.0,
e_39d2ee2de52d,u_00106,s_52a1f79c93ea,2024-03-31 06:44:15,earn_soft,,26,0,0.0,
e_0ec9d8be6f6f,u_00106,s_52a1f79c93ea,2024-03-31 06:45:38,spend_soft,item_003,-100,0,0.0,
e_5b7637a6f70d,u_00106,s_ffac5e78b0e1,2024-03-31 09:44:22,earn_soft,,51,0,0.0,
e_b55ee6723807,u_00106,s_ffac5e78b0e1,2024-03-31 09:46:50,spend_soft,item_001,-50,0,0.0,
e_475e70add935,u_00106,s_dd2891a7d46d,2024-03-31 13:01:07,earn_soft,,22,0,0.0,
e_9141cfa6d3a2,u_00106,s_dd2891a7d46d,2024-03-31 13:02:06,spend_soft,item_003,-100,0,0.0,
e_a7faddf50a77,u_00107,s_2fc70616345d,2024-01-01 18:31:41,earn_soft,,57,0,0.0,
e_ef001f6a593c,u_00107,s_2fc70616345d,2024-01-01 18:33:25,spend_soft,item_001,-50,0,0.0,
e_94ee87e5c2e3,u_00107,s_a7b19373d97b,2024-01-07 21:01:37,earn_soft,,16,0,0.0,
e_b98cbf70c49d,u_00107,s_a7b19373d97b,2024-01-07 21:05:14,spend_soft,item_004,-500,0,0.0,
e_f8c42789f40b,u_00107,s_5b64c134c3d6,2024-01-13 07:54:57,earn_soft,,29,0,0.0,
e_2e8071581c6e,u_00107,s_5b64c134c3d6,2024-01-13 07:56:07,spend_soft,item_003,-100,0,0.0,
e_dde0758814ec,u_00107,s_3db13e4c43c8,2024-01-13 20:47:21,earn_soft,,29,0,0.0,
e_707a30e57858,u_00107,s_5d6e7a631652,2024-01-20 20:05:36,earn_soft,,28,0,0.0,
e_db1d2b3abd0e,u_00107,s_5d6e7a631652,2024-01-20 20:07:03,spend_soft,item_001,-50,0,0.0,
e_90db92645a87,u_00107,s_2d51533a087d,2024-01-25 17:48:01,earn_soft,,37,0,0.0,
e_fb92cabd8656,u_00107,s_c76d4a6fa891,2024-02-17 14:47:30,earn_soft,,94,0,0.0,
e_2be2ec2899cb,u_00107,s_11cf419da20e,2024-02-17 17:56:37,earn_soft,,68,0,0.0,
e_81c5cd741d12,u_00107,s_d1001e16ab0e,2024-02-27 09:45:04,earn_soft,,49,0,0.0,
e_7be0000d8c28,u_00107,s_d1001e16ab0e,2024-02-27 09:47:25,spend_soft,item_004,-500,0,0.0,
e_d78679ab262a,u_00108,s_d55e90562920,2024-02-23 21:13:15,spend_soft,item_001,-50,0,0.0,
e_a40597253cfd,u_00108,s_ab359de2e010,2024-02-25 16:25:53,earn_soft,,95,0,0.0,
e_825b068fee7c,u_00108,s_ab359de2e010,2024-02-25 16:27:34,spend_soft,item_003,-100,0,0.0,
e_21343384d64a,u_00108,s_244aee8ff1d3,2024-02-25 21:15:01,earn_soft,,46,0,0.0,
e_4dacdfdffc3f,u_00108,s_244aee8ff1d3,2024-02-25 21:17:33,spend_soft,item_001,-50,0,0.0,
e_d8b60985be8e,u_00108,s_b1ce7cda1143,2024-02-27 09:39:54,earn_soft,,11,0,0.0,
e_44e6b4ba5b28,u_00108,s_b1ce7cda1143,2024-02-27 09:42:16,spend_soft,item_002,-75,0,0.0,
e_e6190e83248c,u_00108,s_8101ef61f50e,2024-02-27 14:16:53,earn_soft,,58,0,0.0,
e_242a461d531b,u_00108,s_8101ef61f50e,2024-02-27 14:17:23,spend_soft,item_003,-100,0,0.0,
e_f41150d2de24,u_00108,s_0c4a72c2b02f,2024-02-27 19:55:37,earn_soft,,77,0,0.0,
e_df94ea60add5,u_00108,s_1a2520432d36,2024-02-28 16:46:55,earn_soft,,96,0,0.0,
e_431a2c178f02,u_00108,s_1a2520432d36,2024-02-28 16:50:33,spend_soft,item_003,-100,0,0.0,
e_000b7a295a49,u_00108,s_95fe16f0a55b,2024-02-28 21:04:55,earn_soft,,62,0,0.0,
e_d24bee9cf667,u_00108,s_3fa5c989fc5c,2024-02-29 12:53:05,spend_soft,item_003,-100,0,0.0,
e_f8378752dca6,u_00108,s_0dc78628446e,2024-02-29 19:08:47,spend_soft,item_004,-500,0,0.0,
e_02521f9d05da,u_00108,s_25f55450599d,2024-03-07 15:26:06,earn_soft,,42,0,0.0,
e_797916ba8fc8,u_00108,s_25f55450599d,2024-03-07 15:28:06,spend_soft,item_003,-100,0,0.0,
e_b8a2fdcd70ae,u_00108,s_f1f65ced41f4,2024-03-23 06:01:31,earn_soft,,100,0,0.0,
e_0d89109ae853,u_00108,s_f51ee329695e,2024-03-23 07:17:20,earn_soft,,71,0,0.0,
e_be3e4e0453b9,u_00108,s_f51ee329695e,2024-03-23 07:18:01,spend_soft,item_003,-100,0,0.0,
e_4774260b23a9,u_00109,s_4faab17456b3,2024-01-15 10:34:39,earn_soft,,39,0,0.0,
e_fb9ff66c77fe,u_00109,s_4faab17456b3,2024-01-15 10:38:49,spend_soft,item_003,-100,0,0.0,
e_d6a408de6ca3,u_00109,s_6cdad49b21cc,2024-01-17 16:33:17,earn_soft,,15,0,0.0,
e_0ea6ea1ce404,u_00109,s_a64686ad7bf0,2024-01-18 11:12:22,earn_soft,,91,0,0.0,
e_2617e89bc736,u_00109,s_a64686ad7bf0,2024-01-18 11:15:15,spend_soft,item_002,-75,0,0.0,
e_b8bd0120fc7c,u_00109,s_e8b9623a9514,2024-01-20 16:33:56,earn_soft,,46,0,0.0,
e_9012594d80ee,u_00109,s_e8b9623a9514,2024-01-20 16:35:40,spend_soft,item_004,-500,0,0.0,
e_bbc689dc8385,u_00109,s_5b35cabd7a0d,2024-01-28 06:04:38,earn_soft,,69,0,0.0,
e_00a383ff3421,u_00109,s_5b35cabd7a0d,2024-01-28 06:06:03,spend_soft,item_002,-75,0,0.0,
e_98e44915ab9f,u_00109,s_a07719f73906,2024-02-02 11:15:56,earn_soft,,54,0,0.0,
e_01296da0da06,u_00109,s_dae9176e3efc,2024-02-11 15:32:44,earn_soft,,79,0,0.0,
e_71c698addb44,u_00109,s_dae9176e3efc,2024-02-11 15:34:45,spend_soft,item_003,-100,0,0.0,
e_ee7cbbcaa7a6,u_00109,s_1d8d764cceb5,2024-03-27 10:51:59,earn_soft,,54,0,0.0,
e_20db21e40c20,u_00109,s_1d8d764cceb5,2024-03-27 10:54:31,spend_soft,item_001,-50,0,0.0,
e_e95006f5de27,u_00109,s_995a2a6f49e1,2024-03-27 15:45:07,earn_soft,,76,0,0.0,
e_0dcd77382c78,u_00110,s_221401141042,2024-02-12 15:14:30,earn_soft,,10,0,0.0,
e_5f6f412be0bf,u_00110,s_2a97f184e503,2024-02-12 15:25:53,earn_soft,,16,0,0.0,
e_b39f72325c04,u_00110,s_2a97f184e503,2024-02-12 15:26:00,spend_soft,item_002,-75,0,0.0,
e_d0464efe6e3c,u_00110,s_4652f23c5bbf,2024-02-17 20:13:31,earn_soft,,64,0,0.0,
e_312a53714f76,u_00110,s_4652f23c5bbf,2024-02-17 20:15:30,spend_soft,item_004,-500,0,0.0,
e_e2fc45aefafa,u_00110,s_ead2f1769751,2024-02-26 11:55:58,earn_soft,,80,0,0.0,
e_40852ed71288,u_00110,s_ead2f1769751,2024-02-26 11:56:25,spend_soft,item_004,-500,0,0.0,
e_a42ebcebf507,u_00110,s_42674de78f11,2024-02-26 13:06:25,earn_soft,,10,0,0.0,
e_6ea84bdc3b87,u_00110,s_42674de78f11,2024-02-26 13:08:20,spend_soft,item_003,-100,0,0.0,
e_5f6065782de3,u_00110,s_6febee2dd8b6,2024-02-26 15:27:47,earn_soft,,22,0,0.0,
e_e21f6146c085,u_00110,s_6febee2dd8b6,2024-02-26 15:27:15,spend_soft,item_003,-100,0,0.0,
e_f7dbeda75b24,u_00110,s_d0a6d5404d5b,2024-03-18 19:28:59,earn_soft,,55,0,0.0,
e_ab1b0c39a58f,u_00110,s_efe3d36169dd,2024-03-18 21:37:51,earn_soft,,94,0,0.0,
e_e1e17d0a8bb8,u_00110,s_efe3d36169dd,2024-03-18 21:40:26,spend_soft,item_001,-50,0,0.0,
e_daaf414dcb9e,u_00110,s_23c976e6b40e,2024-03-25 12:40:36,spend_soft,item_004,-500,0,0.0,
e_3c1baf0e131b,u_00110,s_6a50893609ef,2024-03-30 16:07:02,earn_soft,,60,0,0.0,
e_1a00edaf55bc,u_00111,s_ade69c682b8c,2024-01-09 07:45:18,earn_soft,,26,0,0.0,
e_e1b7baef7c3d,u_00111,s_ade69c682b8c,2024-01-09 07:47:47,spend_soft,item_001,-50,0,0.0,
e_3327880a916c,u_00111,s_70b5abba2c3c,2024-01-11 16:11:30,earn_soft,,46,0,0.0,
e_1ec925572011,u_00111,s_70b5abba2c3c,2024-01-11 16:14:14,spend_soft,item_001,-50,0,0.0,
e_91b3baa2f358,u_00111,s_0c61039f2c1b,2024-01-11 21:21:31,earn_soft,,59,0,0.0,
e_c6d01ed70848,u_00111,s_0c61039f2c1b,2024-01-11 21:23:08,spend_soft,item_002,-75,0,0.0,
e_d8fe282cf322,u_00111,s_4e2085921f08,2024-01-12 17:14:46,earn_soft,,94,0,0.0,
e_84620782b3af,u_00111,s_def719a36d49,2024-01-16 20:49:44,earn_soft,,72,0,0.0,
e_91a7b415ba53,u_00111,s_bc71488fe0b3,2024-01-25 10:05:31,spend_soft,item_002,-75,0,0.0,
e_54e8afa2bb22,u_00111,s_aee9dcf2b783,2024-01-25 14:03:55,earn_soft,,33,0,0.0,
e_1ebb12f5b190,u_00111,s_b40fa595c550,2024-02-03 13:55:02,earn_soft,,75,0,0.0,
